frame,joint_idx,joint_name,px,vx,ax,jx,py,vy,ay,jy,pz,vz,az,jz
1,2,Spine2,-0.47067016,-0.10606985,-0.81845022,-0.80883723,1.01586609,-0.01847774,-0.16886018,1.06089859,-0.03222392,-0.02280221,-0.54255820,-0.80753469
1,3,Spine3,-0.49920310,-0.05510316,-0.71464172,-1.54714470,1.52795739,0.01538051,0.09478854,0.85938268,-0.20947367,0.05130982,0.68728627,0.11935399
1,4,Neck,0.36316276,-0.12495762,-0.05035689,0.66724751,0.78212273,0.03312145,0.43639764,1.43852259,0.05906991,0.05389498,-0.07785414,-0.67566227
1,5,Head,0.14112612,-0.09054352,0.39693963,-0.79464232,1.27621392,-0.01885761,0.61530450,0.64690340,-0.21215729,-0.06757177,-0.79326255,-1.99241977
1,6,LShoulder,0.16374035,0.05999686,-0.14514103,-0.30368039,0.41198144,0.01842261,0.78503722,0.35258909,0.20279854,-0.05125330,-0.22198345,-0.12077045
1,7,LArm,0.13918849,-0.04270527,0.05737115,1.05212639,1.11982648,0.13850815,0.33383167,-0.00539959,-0.07430848,0.05535711,-0.13143165,0.58338235
1,8,LForearm,-0.15313810,-0.19977643,0.04084119,-0.62394364,0.24966634,0.04406691,1.13593481,0.20540394,-0.22756844,-0.11618331,-0.38331969,0.49301332
1,9,LHand,0.01558957,0.05110008,-0.03898479,-0.85795651,1.41735450,-0.13598582,-0.46308487,0.97206672,0.23601625,0.00094286,0.14263857,0.19274589
1,10,RShoulder,0.12155680,-0.26829746,-1.01433759,0.75673852,1.45286838,-0.08720471,0.36749880,-0.84549706,0.00767886,-0.01984046,-0.82163813,0.77899105
1,11,RArm,-0.20817995,0.13775335,-0.11576368,-0.54289192,1.72062566,-0.03887718,-0.49095481,-0.05119041,-0.03612767,0.00716023,0.49693625,-0.79329640
1,12,RForearm,0.41799763,-0.03856367,-0.34668071,0.00795905,0.30617624,0.08482696,-0.18811301,-0.37526687,-0.05348817,-0.01802891,-0.29991401,-0.29992176
1,13,RHand,-0.30589570,-0.02228945,0.66191684,-0.63205260,0.27221139,-0.15728620,-0.84324040,-1.76101949,-0.16475918,0.02868168,-0.05575196,0.73492675
1,14,LUpLeg,0.13759021,0.00797319,-0.58759646,-0.50710467,1.21545670,-0.09360343,-0.58880341,0.29168032,-0.18762405,0.02966163,0.66553498,-0.03379044
1,15,LLeg,0.01693587,0.00754564,0.55106068,-0.56357137,1.65563905,0.00423598,0.24904445,-1.38196873,-0.27147750,0.01677255,0.25396674,0.94952991
1,16,LFoot,0.18029948,0.06497180,-0.17093533,0.86172307,0.23701744,0.13417272,0.79008575,0.49393208,-0.11131712,0.05271845,-0.56564073,0.87361908
1,17,LToe,0.45229176,-0.17356413,-0.14545631,-2.10998040,1.57176751,0.10994204,0.43697710,0.25929902,-0.28277647,-0.15577643,-0.81897130,0.04438587
1,18,RUpLeg,0.26036680,-0.20470837,-0.79490993,0.40652853,1.61169325,-0.00230472,0.18754422,-0.98929497,-0.17968834,-0.10053000,-0.07412954,-0.65805877
1,19,RLeg,0.21350082,-0.01178219,1.00667230,-0.08948798,1.58203490,-0.01054253,-0.69732307,-0.01402976,0.23122400,0.06007914,0.34825952,-1.44986383
1,20,RFoot,0.15193209,0.00288394,-0.14068058,-1.96879665,0.36263141,-0.10875574,-1.31480259,-3.25143841,-0.08018709,0.09124195,-0.38102756,-0.53011539
1,21,RToe,-0.42601405,-0.09071681,0.07715664,0.80540565,1.41770218,0.11252571,0.00973896,0.55256730,0.04878707,0.01747363,0.03343621,0.21570470
1,22,Chest,-0.18533748,0.11227808,0.09270697,1.46040676,1.51035957,-0.17191968,-0.69292082,-0.46358378,0.08015454,0.04475918,0.91191967,0.77172117
2,0,Pelvis,0.11603108,-0.08921818,-0.03135756,-0.62047494,1.61350290,0.02294256,0.71859412,0.48984191,0.17115695,-0.12117863,-0.21075850,0.35688722
2,1,Spine1,-0.24205321,-0.02561177,-0.97388186,-0.23509106,0.88810955,-0.20461435,-0.77024646,-1.26744644,-0.00551449,-0.13587677,-0.89402051,0.27126419
2,2,Spine2,-0.47358745,-0.13345093,-0.84513960,-0.80883718,1.00759959,-0.02397204,-0.13386702,1.06089823,-0.03058738,-0.04096889,-0.56920099,-0.80753456
2,3,Spine3,-0.50920782,-0.08004264,-0.76571446,-1.54714508,1.53323415,0.01928742,0.12315844,0.85938290,-0.20814173,0.07400667,0.69122335,0.11935396
2,4,Neck,0.35253393,-0.12668378,-0.02835185,0.66724720,0.78028737,0.04809638,0.48386196,1.43852244,0.06716458,0.05137773,-0.10013714,-0.67566197
2,5,Head,0.14631922,-0.07735132,0.37073380,-0.79464194,1.27541379,0.00176558,0.63665119,0.64690337,-0.21603855,-0.09491398,-0.85901503,-1.99241983
2,6,LShoulder,0.16761794,0.05517241,-0.15515817,-0.30368030,0.41357011,0.04455719,0.79667387,0.35258911,0.20595929,-0.05831633,-0.22595804,-0.12077021
2,7,LArm,0.14073731,-0.04004643,0.09209768,1.05212653,1.12993340,0.14987496,0.33366515,-0.00539933,-0.07056478,0.05146850,-0.11217571,0.58338245
2,8,LForearm,-0.16790902,-0.19930927,0.02023319,-0.62394403,0.25464348,0.08185617,1.14271947,0.20540408,-0.23188394,-0.12858260,-0.36705086,0.49301331
2,9,LHand,0.01425040,0.04914853,-0.06730389,-0.85795666,1.40829984,-0.15102343,-0.43101609,0.97206651,0.22485179,0.00501095,0.14897462,0.19274535
2,10,RShoulder,0.10915066,-0.30155681,-0.98937177,0.75673837,1.45011129,-0.07554253,0.33959724,-0.84549707,0.01036518,-0.04628069,-0.79592318,0.77899123
2,11,RArm,-0.20028994,0.13386258,-0.13367168,-0.54289176,1.72757822,-0.05454548,-0.49262557,-0.05119001,-0.02995066,0.02350163,0.47076984,-0.79329613
2,12,RForearm,0.41383983,-0.05017772,-0.34642394,0.00795892,0.30866992,0.07840164,-0.20049725,-0.37526688,-0.04971730,-0.02779041,-0.30980155,-0.29992154
2,13,RHand,-0.30528229,-0.00072487,0.64106126,-0.63205255,0.27326687,-0.18562888,-0.90133942,-1.76101916,-0.16399019,0.02723204,-0.03149971,0.73492674
2,14,LUpLeg,0.13653958,-0.01175899,-0.60433308,-0.50710472,1.21598122,-0.11261565,-0.57916939,0.29168051,-0.18105705,0.05195072,0.66443128,-0.03379019
2,15,LLeg,0.01418828,0.02520647,0.53245565,-0.56357153,1.64829449,0.01119971,0.20342290,-1.38196910,-0.26558795,0.02601307,0.28531254,0.94953015
2,16,LFoot,0.18750001,0.06013960,-0.14248726,0.86172332,0.24067857,0.16043533,0.80638289,0.49393202,-0.10439833,0.03488970,-0.53679935,0.87361934
2,17,LToe,0.44296086,-0.17974477,-0.21509332,-2.10998057,1.57901214,0.12472630,0.44554133,0.25929918,-0.28706240,-0.18269251,-0.81750373,0.04438593
2,18,RUpLeg,0.25775991,-0.23041690,-0.78148452,0.40652875,1.60855081,0.00313689,0.15489060,-0.98929512,-0.18524587,-0.10347947,-0.09585026,-0.65805888
2,19,RLeg,0.21397570,0.02141012,1.00371989,-0.08948797,1.58240143,-0.03348963,-0.69778367,-0.01402971,0.24105438,0.07128814,0.30043072,-1.44986346
2,20,RFoot,0.15419632,-0.00268157,-0.20564595,-1.96879654,0.35416159,-0.15418817,-1.42210909,-3.25143861,-0.08561741,0.07783630,-0.39853930,-0.53011578
2,21,RToe,-0.42966756,-0.08777872,0.10373349,0.80540562,1.42248687,0.11321809,0.02797600,0.55256735,0.05247872,0.01889873,0.04056121,0.21570484
2,22,Chest,-0.18338153,0.11601327,0.14089645,1.46040667,1.49918438,-0.19537645,-0.70823024,-0.46358402,0.08779125,0.07564610,0.93739880,0.77172144
3,0,Pelvis,0.11195751,-0.09070050,-0.05183866,-0.62047512,1.61815660,0.04726938,0.73477605,0.48984248,0.15906774,-0.12872858,-0.19902029,0.35688593
3,1,Spine1,-0.23865198,-0.05740518,-0.98161646,-0.23509029,0.88037306,-0.23077773,-0.81207492,-1.26744653,-0.00692381,-0.16487957,-0.88505136,0.27126476
3,2,Spine2,-0.47239700,-0.16118149,-0.87180155,-0.80883620,1.00921271,-0.02756756,-0.09884528,1.06089863,-0.02889766,-0.05986017,-0.59583319,-0.80753402
3,3,Spine3,-0.50944586,-0.10587371,-0.81675639,-1.54714462,1.53736408,0.02415804,0.15153483,0.85938346,-0.21545812,0.09587930,0.69511239,0.11935232
3,4,Neck,0.35175401,-0.12691851,-0.00631598,0.66724775,0.78044028,0.06467829,0.53132485,1.43852216,0.06034957,0.04686915,-0.12247538,-0.67566333
3,5,Head,0.14094137,-0.06584879,0.34449581,-0.79464243,1.27411481,0.02295836,0.65799063,0.64690310,-0.23119729,-0.12548869,-0.92482144,-1.99242169
3,6,LShoulder,0.17925093,0.05086611,-0.16513114,-0.30367870,0.41558935,0.07105058,0.80830986,0.35258913,0.19489946,-0.06673023,-0.22998759,-0.12077166
3,7,LArm,0.13987044,-0.03639492,0.12681981,1.05212659,1.12505059,0.15989265,0.33343794,-0.00540095,-0.06721164,0.04825375,-0.09291570,0.58338272
3,8,LForearm,-0.17604701,-0.19913644,-0.00036465,-0.62394429,0.25760298,0.11964162,1.14949601,0.20540402,-0.23902280,-0.14069382,-0.35079463,0.49301288
3,9,LHand,0.02505763,0.04737319,-0.09557126,-0.85795517,1.41298908,-0.16373807,-0.39888939,0.97206811,0.23170811,0.01068587,0.15536759,0.19274641
3,10,RShoulder,0.09838448,-0.33382180,-0.96440078,0.75673833,1.44745387,-0.06483026,0.31169415,-0.84549712,0.00695316,-0.07226604,-0.77022360,0.77899099
3,11,RArm,-0.20137118,0.12861934,-0.15161367,-0.54289264,1.72364147,-0.07101482,-0.49432399,-0.05119031,-0.01752143,0.03973309,0.44464691,-0.79329429
3,12,RForearm,0.41553579,-0.06125513,-0.34614395,0.00795949,0.30557725,0.07103001,-0.21290833,-0.37526778,-0.05184060,-0.03827964,-0.31970403,-0.29992171
3,13,RHand,-0.29719132,0.02085465,0.62024158,-0.63205129,0.26325113,-0.21666720,-0.95946964,-1.76101971,-0.16269058,0.02663364,-0.00724510,0.73492681
3,14,LUpLeg,0.13246893,-0.03230956,-0.62108394,-0.50710526,1.20930567,-0.13183115,-0.56955690,0.29168009,-0.17566360,0.07418676,0.66333246,-0.03378966
3,15,LLeg,0.01905879,0.04284184,0.51387617,-0.56357092,1.64730026,0.01701512,0.15781074,-1.38196933,-0.26789640,0.03561617,0.31663073,0.94952962
3,16,LFoot,0.18756122,0.05572361,-0.11405946,0.86172302,0.23892657,0.18657408,0.82264597,0.49393081,-0.10677841,0.01733004,-0.50798581,0.87361882
3,17,LToe,0.43590131,-0.18809049,-0.28472756,-2.10998073,1.57570606,0.13881194,0.45406065,0.25929794,-0.29731637,-0.21001995,-0.81605751,0.04438532
3,18,RUpLeg,0.24650711,-0.25630368,-0.76808487,0.40652823,1.59884647,0.00673155,0.12219544,-0.98929672,-0.18523242,-0.10665613,-0.11754914,-0.65805832
3,19,RLeg,0.21838630,0.05479658,1.00078225,-0.08948746,1.58110632,-0.05650533,-0.69824572,-0.01402968,0.24974243,0.08102436,0.25261550,-1.44986246
3,20,RFoot,0.14670131,-0.01126038,-0.27065190,-1.96879771,0.34745644,-0.20296961,-1.52941059,-3.25143874,-0.08456550,0.06426759,-0.41603947,-0.53011599
3,21,RToe,-0.43198104,-0.08386534,0.13031443,0.80540570,1.42018539,0.11384303,0.04618106,0.55256638,0.04458184,0.01950945,0.04763762,0.21570347
3,22,Chest,-0.17900709,0.12150361,0.18909213,1.46040675,1.48914287,-0.21931761,-0.72354422,-0.46358454,0.09356074,0.10727333,0.96287912,0.77172188
4,0,Pelvis,0.12179002,-0.09105364,-0.07220246,-0.62047022,1.61508160,0.07111941,0.75089702,0.48984055,0.15239107,-0.13540815,-0.18726327,0.35688504
4,1,Spine1,-0.24350389,-0.09024585,-0.98939551,-0.23509121,0.87215963,-0.25828585,-0.85390195,-1.26744659,-0.01773822,-0.19458376,-0.87614220,0.27126290
4,2,Spine2,-0.48542249,-0.19134429,-0.89855603,-0.80883896,1.00619047,-0.03052409,-0.06385360,1.06089784,-0.03046120,-0.07986464,-0.62247536,-0.80753374
4,3,Spine3,-0.50940173,-0.13314271,-0.86777743,-1.54714310,1.54102811,0.02999309,0.17991867,0.85938452,-0.21230861,0.11883108,0.69904759,0.11935217
4,4,Neck,0.34172037,-0.12753445,0.01565233,0.66724552,0.77886189,0.08246644,0.57876118,1.43852063,0.06906681,0.04341439,-0.14470925,-0.67566057
4,5,Head,0.14364164,-0.05429464,0.31831343,-0.79464064,1.27222725,0.04462775,0.67931227,0.64690195,-0.23664100,-0.15719646,-0.99057821,-1.99242199
4,6,LShoulder,0.18041371,0.04519551,-0.17515623,-0.30367886,0.42000728,0.09813186,0.81995949,0.35258975,0.19862333,-0.07358758,-0.23392039,-0.12076935
4,7,LArm,0.13882169,-0.03162685,0.16154065,1.05212662,1.13105623,0.17096537,0.33326448,-0.00540074,-0.05908331,0.04637322,-0.07360679,0.58338524
4,8,LForearm,-0.17828320,-0.19891605,-0.02091705,-0.62394263,0.27265875,0.15906878,1.15636555,0.20540802,-0.23998943,-0.15149205,-0.33449158,0.49301435
4,9,LHand,0.02192814,0.04314093,-0.12392412,-0.85795693,1.40681887,-0.17644538,-0.36681598,0.97206790,0.23444740,0.01622134,0.16174824,0.19274729
4,10,RShoulder,0.08545826,-0.36541820,-0.93944050,0.75673780,1.44608145,-0.05492530,0.28379798,-0.84549689,0.00349324,-0.09734634,-0.74452265,0.77899074
4,11,RArm,-0.20204734,0.12268297,-0.16957120,-0.54289448,1.71982313,-0.08751433,-0.49602376,-0.05119077,-0.01264918,0.05441275,0.41849712,-0.79329302
4,12,RForearm,0.41899875,-0.07192553,-0.34583193,0.00796166,0.31936647,0.06532444,-0.22519155,-0.37526337,-0.04316904,-0.04766000,-0.32951347,-0.29991785
4,13,RHand,-0.29565868,0.04104578,0.59938833,-0.63205110,0.26330645,-0.24826820,-1.01751596,-1.76101676,-0.16840671,0.02592505,0.01695009,0.73492429
4,14,LUpLeg,0.13199761,-0.05295802,-0.63781027,-0.50710490,1.20128371,-0.15091117,-0.55996072,0.29167880,-0.17146884,0.09624104,0.66222945,-0.03378913
4,15,LLeg,0.01814078,0.05914898,0.49525563,-0.56357192,1.63727063,0.02006362,0.11211291,-1.38197340,-0.26204313,0.04717535,0.34800437,0.94953133
4,16,LFoot,0.19452432,0.05311203,-0.08557751,0.86172500,0.24324900,0.21368899,0.83892580,0.49392994,-0.11001034,0.00057641,-0.47918712,0.87361747
4,17,LToe,0.43548545,-0.19784966,-0.35430508,-2.10997845,1.57733957,0.15351569,0.46258967,0.25929672,-0.31019450,-0.23765135,-0.81464069,0.04438322
4,18,RUpLeg,0.23583974,-0.28166563,-0.75468504,0.40652755,1.60378420,0.01083913,0.08958915,-0.98929494,-0.18286001,-0.11010768,-0.13921320,-0.65805604
4,19,RLeg,0.21751604,0.08734870,0.99780112,-0.08948869,1.58063644,-0.07932102,-0.69869325,-0.01402900,0.25238572,0.08855020,0.20476865,-1.44986253
4,20,RFoot,0.14631981,-0.02124422,-0.33562093,-1.96879766,0.33707892,-0.25558337,-1.63673267,-3.25143982,-0.08480397,0.04996883,-0.43355183,-0.53011681
4,21,RToe,-0.42866407,-0.07833412,0.15694511,0.80540799,1.42691470,0.11605607,0.06444137,0.55256750,0.05660662,0.02269603,0.05485464,0.21570780
4,22,Chest,-0.16560741,0.12976227,0.23736629,1.46041029,1.49001033,-0.24232596,-0.73876853,-0.46358130,0.08785920,0.13818022,0.98826092,0.77171816
5,0,Pelvis,0.12242482,-0.09316739,-0.09262793,-0.62046748,1.61748603,0.09610736,0.76705694,0.48984029,0.15009824,-0.14101859,-0.17545514,0.35688673
5,1,Spine1,-0.25831894,-0.12488527,-0.99730704,-0.23509960,0.86633243,-0.28663262,-0.89568462,-1.26744423,-0.02980487,-0.22420060,-0.86726078,0.27125906
5,2,Spine2,-0.49036156,-0.22112903,-0.92522231,-0.80883757,1.00059836,-0.03280436,-0.02890589,1.06089445,-0.03800407,-0.10159797,-0.64918599,-0.80753713
5,3,Spine3,-0.50916239,-0.16177902,-0.91876364,-1.54713930,1.54141240,0.03628158,0.20826873,0.85938399,-0.20276688,0.14282786,0.70305741,0.11935607
5,4,Neck,0.34281590,-0.12578271,0.03774334,0.66724946,0.78019997,0.10206756,0.62620916,1.43851937,0.06919791,0.03807028,-0.16702261,-0.67566147
5,5,Head,0.14715820,-0.04337611,0.29216013,-0.79463682,1.27207180,0.06706743,0.70063283,0.64690046,-0.24006771,-0.19058945,-1.05629671,-1.99242028
5,6,LShoulder,0.17970469,0.03890344,-0.18520621,-0.30368043,0.43379805,0.12704731,0.83173226,0.35259726,0.19792194,-0.08106705,-0.23788057,-0.12076798
5,7,LArm,0.13596144,-0.02603797,0.19623487,1.05212520,1.13905989,0.18231942,0.33311588,-0.00539912,-0.05728373,0.04431224,-0.05435092,0.58338546
5,8,LForearm,-0.18598965,-0.20013176,-0.04152247,-0.62394347,0.26744896,0.19551340,1.16299330,0.20539978,-0.24330886,-0.16195552,-0.31819685,0.49301573
5,9,LHand,0.02464245,0.03880890,-0.15221818,-0.85795592,1.39364267,-0.18920070,-0.33483503,0.97206258,0.22632945,0.02022349,0.16799010,0.19274080
5,10,RShoulder,0.08084640,-0.39469713,-0.91436007,0.75674371,1.43913577,-0.04689075,0.25582480,-0.84550082,0.00313691,-0.12095480,-0.71877169,0.77899316
5,11,RArm,-0.19839344,0.11674224,-0.18749078,-0.54289470,1.71950848,-0.10344243,-0.49767441,-0.05118865,-0.00184977,0.06923799,0.39243778,-0.79328650
5,12,RForearm,0.41935347,-0.08285310,-0.34552956,0.00796382,0.32016703,0.05748607,-0.23759196,-0.37526428,-0.04076325,-0.05801184,-0.33935423,-0.29991476
5,13,RHand,-0.29546449,0.06023711,0.57851049,-0.63205220,0.25895615,-0.28207894,-1.07556962,-1.76101348,-0.16929091,0.02659567,0.04117876,0.73492299
5,14,LUpLeg,0.13049440,-0.07418388,-0.65453665,-0.50710446,1.20820206,-0.16722061,-0.55016950,0.29168787,-0.16220769,0.11901948,0.66119221,-0.03378488
5,15,LLeg,0.02538077,0.07601298,0.47672600,-0.56356819,1.63387831,0.02233412,0.06645197,-1.38197645,-0.26374212,0.05860790,0.37929200,0.94952877
5,16,LFoot,0.19064710,0.04983638,-0.05721653,0.86172085,0.24301224,0.24036582,0.85512020,0.49392418,-0.11374174,-0.01533691,-0.45040524,0.87361488
5,17,LToe,0.43115717,-0.21029413,-0.42390166,-2.10997667,1.59200008,0.17046146,0.47127340,0.25930366,-0.31261567,-0.26354401,-0.81309634,0.04438758
5,18,RUpLeg,0.22240472,-0.30696373,-0.74132034,0.40652478,1.59941855,0.01247158,0.05687765,-0.98929848,-0.18712173,-0.11515039,-0.16093650,-0.65805645
5,19,RLeg,0.21540761,0.11931562,0.99477279,-0.08949280,1.57629058,-0.10260760,-0.69917453,-0.01403000,0.25427532,0.09433104,0.15690776,-1.44986337
5,20,RFoot,0.15110830,-0.03245516,-0.40051401,-1.96879343,0.31703776,-0.31312837,-1.74417554,-3.25144777,-0.08339507,0.03537284,-0.45104570,-0.53011681
5,21,RToe,-0.43571768,-0.07346755,0.18346162,0.80540461,1.42757840,0.11795550,0.08263255,0.55256512,0.06134945,0.02527662,0.06202684,0.21571074
5,22,Chest,-0.14964207,0.14029284,0.28571672,1.46041886,1.47429666,-0.26816252,-0.75416607,-0.46358673,0.09447076,0.17146165,1.01374812,0.77171928
6,0,Pelvis,0.11825592,-0.09676757,-0.11312371,-0.62046881,1.61837236,0.12115212,0.78316874,0.48983683,0.14428872,-0.14682430,-0.16369866,0.35688537
6,1,Spine1,-0.26519022,-0.15836038,-1.00510847,-0.23510243,0.85036782,-0.31806837,-0.93762784,-1.26745192,-0.03792202,-0.25272152,-0.85831408,0.27125874
6,2,Spine2,-0.49633793,-0.25174016,-0.95187817,-0.80883523,1.00202991,-0.03268180,0.00615299,1.06089768,-0.03993478,-0.12310890,-0.67579990,-0.80753485
6,3,Spine3,-0.51121528,-0.19219044,-0.96974500,-1.54713444,1.53730737,0.04255088,0.23652237,0.85937705,-0.19096682,0.16741871,0.70712727,0.11936465
6,4,Neck,0.33530487,-0.12484290,0.05969637,0.66724512,0.78471877,0.12367406,0.67369597,1.43852039,0.06677024,0.03148123,-0.18938964,-0.67566607
6,5,Head,0.14222634,-0.03488991,0.26586563,-0.79464150,1.26462839,0.08855563,0.72178412,0.64688761,-0.24714358,-0.22657152,-1.12205048,-1.99242053
6,6,LShoulder,0.17707480,0.03187299,-0.19530221,-0.30368530,0.44733823,0.15644420,0.84354191,0.35260864,0.19670894,-0.08866810,-0.24183477,-0.12076594
6,7,LArm,0.14169782,-0.01770799,0.23108179,1.05213350,1.14595482,0.19344708,0.33295135,-0.00539823,-0.05407419,0.04318683,-0.03506451,0.58338773
6,8,LForearm,-0.19235811,-0.20178990,-0.06210748,-0.62394313,0.26979961,0.23306794,1.16967887,0.20539372,-0.24913099,-0.17224831,-0.30193334,0.49301534
6,9,LHand,0.02522622,0.03319819,-0.18054263,-0.85795670,1.38640108,-0.19988334,-0.30277304,0.97206153,0.22927587,0.02630428,0.17439331,0.19274359
6,10,RShoulder,0.05912500,-0.42608040,-0.88954797,0.75673321,1.43309186,-0.03982423,0.22783270,-0.84550674,0.00144074,-0.14371997,-0.69301246,0.77899659
6,11,RArm,-0.19448893,0.11029055,-0.20540323,-0.54289450,1.71834183,-0.11939580,-0.49931438,-0.05118543,-0.00232278,0.08117007,0.36620129,-0.79329029
6,12,RForearm,0.42451932,-0.09265253,-0.34510855,0.00797418,0.31099241,0.04727877,-0.25018966,-0.37527828,-0.04455312,-0.06970767,-0.34928445,-0.29991692
6,13,RHand,-0.29347083,0.07892344,0.55764680,-0.63205259,0.24902653,-0.31853652,-1.13368355,-1.76101352,-0.16879699,0.02827358,0.06542319,0.73492247
6,14,LUpLeg,0.12494838,-0.09660101,-0.67132466,-0.50710797,1.20352077,-0.18499307,-0.54052161,0.29168932,-0.15471678,0.14145363,0.66013997,-0.03378078
6,15,LLeg,0.03401368,0.09259801,0.45824303,-0.56356067,1.64032609,0.02489784,0.02095790,-1.38196918,-0.25464742,0.07301499,0.41076236,0.94953766
6,16,LFoot,0.18543350,0.04706697,-0.02891338,0.86171210,0.25245996,0.26906069,0.87144018,0.49392552,-0.11714051,-0.03024892,-0.42162783,0.87361148
6,17,LToe,0.42387155,-0.22545202,-0.49353290,-2.10997680,1.60232547,0.18703269,0.47991731,0.25930935,-0.31680525,-0.28937363,-0.81153474,0.04439391
6,18,RUpLeg,0.21388537,-0.33080831,-0.72786568,0.40652735,1.59861734,0.01356520,0.02420659,-0.98930007,-0.18798403,-0.12022084,-0.18259311,-0.65805257
6,19,RLeg,0.21558215,0.15124366,0.99173535,-0.08949831,1.56523345,-0.12712901,-0.69978011,-0.01403933,0.25147981,0.09753650,0.10894520,-1.44987103
6,20,RFoot,0.15307538,-0.04609818,-0.46542027,-1.96878925,0.31203684,-0.37121101,-1.85135007,-3.25143971,-0.08427580,0.01984404,-0.46857474,-0.53011911
6,21,RToe,-0.43483773,-0.06634232,0.21010255,0.80540870,1.43742996,0.12215157,0.10098281,0.55257268,0.06828067,0.02863919,0.06926387,0.21571850
